course_id,level,latest_offering,college_desc,department_desc,title_long_desc,course_text_narrative,n_unique,n_department,row_number
ARLC 155 / CPLT 155 / MEIS 155,Undergraduate,202330,"Humanities, Arts, and Soc Sci",Literatures & Languages,INTRODUCTION TO ARABIC LITERATURE,"4 Units, Lecture, 3 hours; extra reading, 3 hours. Prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. An introduction to Arabic literature that focuses on language and rhetoric. Considers major issues such as colonialism, secularism, modernity, language, and the state. Utilizes texts from literature, the law, and philosophy.     Cross-listed with ARLC 155, and CPLT 155. ",0,1,212
ART 001,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,BEGINNING DRAWING AND DESIGN,"4 Units, Lecture, 2 hours; studio, 4 hours. Introduction to the materials, techniques, structure, and expressive properties of drawing and design. Must attend the first day of class for studio orientation and instruction to avoid being dropped from the class.    ",1,1,213
ART 002,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,BEGINNING PAINTING AND DESIGN,"4 Units, Lecture, 2 hours; studio, 4 hours. Introductory course in the media, techniques, structural, and expressive properties of painting and design.  Must attend the first day of class for studio orientation and instruction to avoid being dropped from the class.    ",1,1,214
ART 003,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,INTRODUCTION TO PHOTOGRAPHIC PROCESSES,"5 Units, Lecture, 3 hours; studio, 4 hours. Introduction to basic principles of photography as fine art. Addresses a range of technological approaches to digital image capture and printing. Explores historical and contemporary approaches to creating meaningful photographs. Must attend the first day of class; see Schedule Notes for Attendance Policy.    ",1,1,215
ART 004 / MCS 004,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Art,"INTRODUCTION TO MOVING IMAGES: FILM, VIDEO AND NEW MEDIA","5 Units, Lecture, 3 hours; studio 3; hours; screening, 3 hours. Prerequisite(s): none. Explores issues and skills of video/film/media art based in production, history, and theory of the moving image. Introduces basic production, editing concepts and techniques of live-action production, story boards, image editing, and final authoring.  Examines the moving image through installation, documentary, experimental film, video art, sound art, and performance. Cross-listed with ART 004.",1,1,216
ART 004 / MCS 004,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Media and Cultural Studies,"INTRODUCTION TO MOVING IMAGES: FILM, VIDEO AND NEW MEDIA","5 Units, Lecture, 3 hours; studio 3; hours; screening, 3 hours. Prerequisite(s): none. Explores issues and skills of video/film/media art based in production, history, and theory of the moving image. Introduces basic production, editing concepts and techniques of live-action production, story boards, image editing, and final authoring.  Examines the moving image through installation, documentary, experimental film, video art, sound art, and performance. Cross-listed with ART 004.",0,1,217
ART 005,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,BEGINNING SCULPTURE AND THREE-DIMENSIONAL DESIGN,"4 Units, Lecture, 3 hours; studio, 3 hours. An introduction to tools and assembly techniques working with wood, plaster, metal, and found objects. Provides an understanding of 3D qualities including volume, surface, and scale as well as an overview of twentieth-century art movements and contemporary sculpture strategies. See Schedule Notes for Attendance Policy.    ",1,1,218
ART 006 / MCS 006,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Art,INTRODUCTION TO CONTEMPORARY CRITICAL ISSUES IN ART,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. Examines basic principles and methodologies of theory as applied to the interpretation and creation of works of art. Includes screenings.     Cross-listed with ART 006. ",1,1,219
ART 006 / MCS 006,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Media and Cultural Studies,INTRODUCTION TO CONTEMPORARY CRITICAL ISSUES IN ART,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): none. Examines basic principles and methodologies of theory as applied to the interpretation and creation of works of art. Includes screenings.     Cross-listed with ART 006. ",0,1,220
ART 009,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Art,INTRODUCTORY WEB-BASED ART:  SITE CREATION AND NAVIGATION,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): none. An introduction to the technology and critical issues of Web-based art.  Covers Web-site creation software and conceptual and creative navigation.  Emphasis is on contemporary issues of non-object, byte-based art practice.",1,1,221
ART 010,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,INTRODUCTION TO VIDEO AND TIME-BASED EXPERIMENTATION,"4 Units, Lecture, 3 hours; studio, 3 hours. Prerequisite(s): none. Introduction to time-based media including video, sound, performance, and installation as studio art practice. Builds aesthetic, conceptual, and technical skills for the creation of video and time-based works. Addresses work of contemporary artists and issues. Emphasizes experimental practical techniques. Must attend the first day; see Schedule Notes for attendance policy.    ",1,1,222
ART 012,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,ART AFTER THE INTERNET: MEMETIC IMAGES AND VERNACULAR TECHNOLOGY,"4 Units, Lecture, 3 hours; discussion, 1 hour. An introduction to the history of art within the context of the Internet and vernacular technology (i.e., smartphones and desktop technologies). Emphasizes critical examination of representations and dissemination. Offered online only.    ",1,1,223
ART 032,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art,ART STUDIO ONE,"4 Units, Lecture, 3 hours; studio, 3 hours. Prerequisite(s):  Restricted to major(s) Art (Studio). Introduces art majors to the importance of interdisciplinary work. Includes independent projects, critical analysis in a group critique situation, exhibition preparation, and considerations of presentation of their work through written and spoken language. Prepares art majors for upper division coursework.    ",1,1,224
ART 065,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Art,INTRODUCTION TO DIGITAL PAINTING AND DRAWING: PAINTING WITHOUT A TRACE,"4 Units, Lecture, 3 hours; laboratory, 3 hours; individual study, 2 hours. An introduction to digitally based painting and drawing. Focuses on use of digital software such as Adobe Photoshop  and  Illustrator to create paintings without the use of traditional paint. Explores the back and forth relationship this new medium and traditional painting, drawing, and photography in history and practice.
",1,1,225
ART 066,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art,INTRODUCTION TO THREE-DIMENSIONAL DIGITAL MODELING,"4 Units, Lecture, 3 hours; laboratory, 3 hours; individual study, 2 hours. Prerequisite(s): none. Covers basic skills necessary to create three-dimensional digital images and models. Emphasizes techniques for polygon and curved-surface modeling and photorealistic image creation through material shading, texturing, and lighting. Introduces basic scripting methods to create complex models and images with Autodesk Maya or equivalent.    ",1,1,226
ART 071K,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,TECHNICAL ISSUES OF BASIC BLACK AND WHITE PHOTOGRAPHY,"4 Units, Lecture, 2 hours; laboratory, 6 hours. In-depth instruction of conventional (i.e., nondigital) photographic processes. Instruction is primarily technical; involves some discussion of application to contemporary art. F.   View Camera Workshop;  K.   Technical Issues Of Basic Black And White Photography;  M.   Technical Issues Of Color Photography;  N.   Intermediate Technical Aspects Of Black And White Photography;  O.   Intermediate Technical Issues Of Film-based Digital Photography.   Course is repeatable as content or topic changes. ",1,1,227
ART 102,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art,INTERMEDIATE DRAWING,"4 Units, Lecture, 2, hours; studio, 4 hours. Prerequisite(s): ART 001 and ART 002 or equivalent and consent of instructor. An intermediate course of study. Subject: primarily still life, landscape and non-figurative images. Purpose: a fuller understanding of the technical and expressive aspects of drawing. Studio exercises and in-studio lectures. Course is repeatable to a maximum of 8 units with consent of instructor. 
",1,1,228
ART 103,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,ADVANCED DRAWING,"4 Units, Lecture, 2, hours; studio, 4 hours. Prerequisite(s): ART 102. Intermediate Drawing, or equivalent and consent of instructor. An advanced course of study in drawing techniques and the employment of the drawing medium as a terminal means of artistic expression. Course is repeatable to a maximum of 12 units.
",1,1,229
ART 104,Undergraduate,202330,"Humanities, Arts, and Soc Sci",Art,LIFE DRAWING,"4 Units, Lecture, 2, hours; studio, 4 hours. Prerequisite(s): ART 001 and ART 002 or equivalent and consent of instructor. Media to be pencil, charcoal, pen and ink. Subject: primarily the figure. Purpose: a fuller understanding of the figure and figure composition. Method combines lectures with exercises in studio and outside assignments. Course is repeatable to a maximum of 12 units.
",1,1,230
ART 110,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Art,INTERMEDIATE PAINTING,"4 Units, Lecture, 2, hours; studio, 4 hours. Prerequisite(s): ART 001 and ART 002 or equivalent and consent of instructor. Subject: primarily still-life, landscape and figure. Purpose: a fuller understanding of the technical aspects of painting.  Method: studio exercises, in-studio lectures and outside assignments. Course may be repeated for credit to a total of 12 units.",1,1,231
ART 111,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art,ADVANCED PAINTING,"4 Units, Lecture, 2, hours; studio, 4 hours. Prerequisite(s): ART 110 and consent of instructor. Advanced problems in figurative and nonfigurative painting. Emphasis on the development of personal direction. Investigation of the individual student's relation to contemporary ideas in painting. In-studio lectures, studio exercises, and outside assignments. May be repeated for credit to a total of 12 units.",1,1,232
ART 115,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art,INTERMEDIATE SCULPTURE,"4 Units, Lecture, 3 hours; studio 3 hours. Prerequisite(s): ART 005. Develops the necessary critical and imaginative faculties for making sculpture. Through project assignments, students explore associations between materials, forms, and context to construct or deconstruct ideas. Audiovisual presentations, readings, and group critiques survey twentieth-century modern sculpture and more recent practices. Examines the artist's role in the cultural landscape of spectacle and entertainment. Course is repeatable to a maximum of 12 units.",1,1,233
ART 125,Undergraduate,202320,"Humanities, Arts, and Soc Sci",Art,"SCULPTURE HYBRID: FURNITURE, ARCHITECTURE, DECORATION (FAD)","4 Units, Lecture, 3 hours; laboratory, 3 hours; consultation, .5 to 1.5 hours. Prerequisite(s): ART 005, ART 115; or consent of instructor. Introduces the sculptural object that exists as or in relationship to furniture, architecture, and interior decoration. Includes an overview of work that defies classification as art or design such as the Bauhaus movement, through utopian American mid-century design and architecture and Italian-based Memphis design, to contemporary art-making practices. Explores theoretical challenges inherent in this art-making strategy.",1,1,234
ART 131 / MCS 131,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art,INTERMEDIATE PHOTOGRAPHY AND DIGITAL TECHNOLOGY,"4 Units, Lecture, 3 hours; laboratory, 4 hours. Prerequisite(s): ART 003 or consent of instructor. Covers the complete cycle of photographic production from scanning to output. Emphasizes developing skill in creating digital photographic imagery for creative and cultural expression. Software and some digital equipment are provided. A 35mm single lens reflex (SLR) or digital cameras and flash drives are required. Course is repeatable to a maximum of 8 units. Cross-listed with ART 131.",1,1,235
